site_id,month_year,actual_kwh,expected_kwh,performance_ratio,deviation_pct,is_anomaly,iso_score,ae_score,prophet_score,severity_score,model_consensus,iso_flagged,ae_flagged,prophet_flagged,severity_label
Site_003,2025-12-01,4313.0,6517.0,0.6618075801749271,-33.819241982507286,0.0,0.7337234749670201,0.023926282,0.0,0.3018635883266875,1,1,0,0,MEDIUM
Site_009,2025-04-01,123.0,2575.0,0.0477669902912621,-95.22330097087378,1.0,0.26583421383030204,0.5562431,0.0,0.30101877214005385,1,0,1,0,MEDIUM
Site_006,2025-04-01,127.0,2727.0,0.0465713237990465,-95.34286762009532,1.0,0.26405494246041383,0.5573242,0.0,0.30068543387713276,1,0,1,0,MEDIUM
Site_026,2025-01-01,5.0,1866.0,0.002679528403001,-99.73204715969987,1.0,0.31386411863952846,0.357024,0.19577045446270094,0.29944666448001406,3,1,1,1,LOW
Site_003,2023-12-01,4390.0,6582.0,0.6669705256760863,-33.30294743239137,0.0,0.7256626063592246,0.026126727,0.0,0.29940939715532505,1,1,0,0,LOW
Site_003,2024-11-01,6586.0,7076.0,0.930751837196156,-6.924816280384398,0.0,0.7146300463488793,0.031799126,0.0,0.2969817125990429,1,1,0,0,LOW
Site_020,2025-06-01,941.0,2493.0,0.3774568792619334,-62.25431207380666,1.0,0.34263781508140134,0.44701898,0.0,0.2935117604348356,2,1,1,0,LOW
Site_003,2024-01-01,3032.0,7957.0,0.3810481337187382,-61.895186628126176,1.0,0.6574967398968786,0.07824748,0.0,0.2903853128742159,1,1,0,0,LOW
Site_003,2024-02-01,8036.0,9193.0,0.8741433699554009,-12.585663004459915,0.0,0.6029709372752121,0.14033964,0.0,0.2903072476420089,2,1,1,0,LOW
Site_023,2016-05-01,3602.0,3396.0,1.0606595995288577,6.065959952885748,0.0,0.06438682681277075,0.032397576,1.0,0.2870938820255982,0,0,0,0,LOW
Site_011,2025-09-01,543.0,3551.0,0.1529146719234018,-84.70853280765981,1.0,0.29033405192645056,0.48781553,0.0,0.2868690544682807,2,1,1,0,LOW
Site_023,2017-06-01,1095.0,3315.0,0.3303167420814479,-66.9683257918552,1.0,0.3450230739289206,0.4184215,0.0,0.28445675399993586,2,1,1,0,LOW
Site_018,2025-03-01,98.0,2230.0,0.0439461883408071,-95.60538116591928,1.0,0.22870403705954323,0.55135685,0.0,0.2844565100626936,1,0,1,0,LOW
Site_003,2025-04-01,13726.0,12431.0,1.1041750462553297,10.417504625532942,0.0,0.6902486325946122,0.023149548,0.0,0.28420179459290384,1,1,0,0,LOW
Site_026,2025-10-01,1884.0,2169.0,0.8686030428769018,-13.13969571230982,0.0,0.08633809824126482,0.007983115,0.9803207761688042,0.28240952329864133,0,0,0,0,LOW
